Avengers: Infinity War,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,2018,8.6,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt4154756/?ref_=adv_li_tt,"507,889"
9-1-1,"Explores the high-pressure experiences of the first responders who are thrust into the most frightening, shocking and heart-stopping situations.",2018,7.5,"Action, Drama, Thriller",http://www.imdb.com/title/tt7235466/?ref_=adv_li_tt,"8,732"
Solo: A Star Wars Story,"During an adventure into the criminal underworld, Han Solo meets his future co-pilot Chewbacca and encounters Lando Calrissian years before joining the Rebellion.",2018,7,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt3778644/?ref_=adv_li_tt,"161,901"
Vikings,"Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore - and raid - the distant shores across the ocean.",2013,8.6,"Action, Adventure, Drama",http://www.imdb.com/title/tt2306299/?ref_=adv_li_tt,"306,242"
Lethal Weapon,A slightly unhinged cop is partnered with a veteran detective trying to maintain a low stress level in his life.,2016,8.1,"Action, Crime, Drama",http://www.imdb.com/title/tt5164196/?ref_=adv_li_tt,"29,067"
NCIS,"The cases of the Naval Criminal Investigative Service's Washington, D.C. Major Case Response Team, led by Special Agent Leroy Jethro Gibbs.",2003,7.9,"Action, Comedy, Crime",http://www.imdb.com/title/tt0364845/?ref_=adv_li_tt,"102,219"
The Gifted,"In a world where mutated humans are treated with distrust and fear, an institute for mutants battles to achieve peaceful co-existence with humanity.",2017,7.6,"Action, Drama, Fantasy",http://www.imdb.com/title/tt4396630/?ref_=adv_li_tt,"22,064"
Mandy,"The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",2018,6.8,"Action, Horror, Thriller",http://www.imdb.com/title/tt6998518/?ref_=adv_li_tt,"18,209"
The Predator,"When a young boy accidentally triggers the universe's most lethal hunters' return to Earth, only a ragtag crew of ex-soldiers and a disgruntled scientist can prevent the end of the human race.",2018,5.9,"Action, Adventure, Horror",http://www.imdb.com/title/tt3829266/?ref_=adv_li_tt,"35,075"
Gotham,The story behind Detective James Gordon's rise to prominence in Gotham City in the years before Batman's arrival.,2014,7.9,"Action, Crime, Drama",http://www.imdb.com/title/tt3749900/?ref_=adv_li_tt,"182,386"
Black Panther,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",2018,7.4,"Action, Adventure, Sci-Fi",http://www.imdb.com/title/tt1825683/?ref_=adv_li_tt,"403,552"
Hellboy,"Based on the graphic novels by Mike Mignola, Hellboy, caught between the worlds of the supernatural and human, battles an ancient sorceress bent on revenge.",2019,NA,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt2274648/?ref_=adv_li_tt,NA
Jack Ryan,"An up-and-coming CIA analyst, Jack Ryan, is thrust into a dangerous field assignment as he uncovers a pattern in terrorist communication that launches him into the center of a dangerous gambit.",2018,8.3,"Action, Drama, Thriller",http://www.imdb.com/title/tt5057054/?ref_=adv_li_tt,"32,065"
Aquaman,"Arthur Curry learns that he is the heir to the underwater kingdom of Atlantis, and must step forward to lead his people and be a hero to the world.",2018,NA,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt1477834/?ref_=adv_li_tt,NA
Overlord,The story of two American soldiers behind enemy lines on D Day.,2018,7,"Action, Horror, Mystery",http://www.imdb.com/title/tt4530422/?ref_=adv_li_tt,407
The Meg,"After escaping an attack by what he claims was a 70-foot shark, Jonas Taylor must confront his fears to save those trapped in a sunken submersible.",2018,5.9,"Action, Horror, Sci-Fi",http://www.imdb.com/title/tt4779682/?ref_=adv_li_tt,"53,874"
Blindspot,Jane Doe is found in Times Square with no memory and mysterious tattoos on her body.,2015,7.5,"Action, Crime, Drama",http://www.imdb.com/title/tt4474344/?ref_=adv_li_tt,"56,706"
Johnny English Strikes Again,"After a cyber-attack reveals the identity of all of the active undercover agents in Britain, Johnny English is forced to come out of retirement to find the mastermind hacker.",2018,6.6,"Action, Adventure, Comedy",http://www.imdb.com/title/tt6921996/?ref_=adv_li_tt,"11,153"
Deadpool 2,"Foul-mouthed mutant mercenary Wade Wilson (AKA. Deadpool), brings together a team of fellow mutant rogues to protect a young boy with supernatural abilities from the brutal, time-traveling cyborg, Cable.",2018,7.8,"Action, Adventure, Comedy",http://www.imdb.com/title/tt5463162/?ref_=adv_li_tt,"286,458"
La casa de papel,"A group of very peculiar robbers assault the Factory of Moneda and Timbre to carry out the most perfect robbery in the history of Spain and take home 2,400 million euros.",2017,8.7,"Action, Crime, Mystery",http://www.imdb.com/title/tt6468322/?ref_=adv_li_tt,"95,679"
SEAL Team,"The lives of the elite Navy S.E.A.L.s as they train, plan and execute the most dangerous, high-stakes missions our country can ask.",2017,7,"Action, Drama, War",http://www.imdb.com/title/tt6473344/?ref_=adv_li_tt,"7,960"
Magnum P.I.,An ex-Navy SEAL returns home from Afghanistan and uses his military skills to become a private investigator in Hawaii.,2018,4.9,"Action, Adventure, Crime",http://www.imdb.com/title/tt7942796/?ref_=adv_li_tt,"2,278"
Captain Marvel,Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,2019,NA,"Action, Adventure, Sci-Fi",http://www.imdb.com/title/tt4154664/?ref_=adv_li_tt,NA
Jurassic World: Fallen Kingdom,"When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",2018,6.3,"Action, Adventure, Sci-Fi",http://www.imdb.com/title/tt4881806/?ref_=adv_li_tt,"162,735"
Untitled Avengers Movie,The plot is yet to be revealed. Will be the fourth installment of the 'Avengers' series.,2019,NA,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt4154796/?ref_=adv_li_tt,NA
Designated Survivor,A low-level Cabinet member becomes President of the United States after a catastrophic attack kills everyone above him in the line of succession.,2016-2019,7.7,"Action, Drama, Mystery",http://www.imdb.com/title/tt5296406/?ref_=adv_li_tt,"51,757"
Chicago P.D.,"Follows District 21 of the Chicago Police Department, which is made up of two distinctly different groups: the uniformed cops and the Intelligence Unit.",2014,8.1,"Action, Crime, Drama",http://www.imdb.com/title/tt2805096/?ref_=adv_li_tt,"20,414"
Sicario: Day of the Soldado,"The drug war on the U.S.-Mexico border has escalated as the cartels have begun trafficking terrorists across the US border. To fight the war, federal agent Matt Graver re-teams with the mercurial Alejandro.",2018,7.2,"Action, Crime, Drama",http://www.imdb.com/title/tt5052474/?ref_=adv_li_tt,"57,830"
Ocean's Eight,Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's yearly Met Gala.,2018,6.3,"Action, Comedy, Crime",http://www.imdb.com/title/tt5164214/?ref_=adv_li_tt,"95,252"
The Boys,"An action story centered on a CIA squad tasked with keeping superheroes in line, by any means necessary.",2019,NA,"Action, Drama",http://www.imdb.com/title/tt1190634/?ref_=adv_li_tt,NA
Skyscraper,"A security expert must infiltrate a burning skyscraper, 225 stories above ground, when his family are trapped inside by criminals.",2018,5.9,"Action, Thriller",http://www.imdb.com/title/tt5758778/?ref_=adv_li_tt,"49,853"
Mission: Impossible - Fallout,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",2018,8,"Action, Adventure, Thriller",http://www.imdb.com/title/tt4912910/?ref_=adv_li_tt,"144,317"
The Purge,"Set in an altered United States, several unrelated people discover how far they will go to survive a night where all crime is legal for 12 hours.",2018,6.2,"Action, Drama, Horror",http://www.imdb.com/title/tt6110648/?ref_=adv_li_tt,"3,214"
Chicago Fire,"The story of firefighters in Chicago, both on a personal and professional level.",2012,7.9,"Action, Drama",http://www.imdb.com/title/tt2261391/?ref_=adv_li_tt,"28,741"
Iron Fist,A young man is bestowed with incredible martial arts skills and a mystical force known as the Iron Fist.,2017-2018,6.7,"Action, Adventure, Crime",http://www.imdb.com/title/tt3322310/?ref_=adv_li_tt,"91,819"
The Last Ship,The crew of a naval destroyer is forced to confront the reality of a new existence when a pandemic kills off most of the earth's population.,2014,7.5,"Action, Drama, Sci-Fi",http://www.imdb.com/title/tt2402207/?ref_=adv_li_tt,"48,820"
Mortal Engines,"A mysterious young woman named Hester Shaw joins forces with Anna Fang, a dangerous outlaw with a bounty on her head, and Tom Natsworthy, an outcast from London, to lead a rebellion against a giant predator city on wheels.",2018,NA,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt1571234/?ref_=adv_li_tt,NA
Hunter Killer,"An untested American submarine captain teams with U.S. Navy Seals to rescue the Russian president, who has been kidnapped by a rogue general.",2018,6.6,"Action, Thriller",http://www.imdb.com/title/tt1846589/?ref_=adv_li_tt,440
Hawaii Five-0,"Steve McGarrett returns home to Oahu, in order to find his father's killer. The Governor offers him the chance to run his own task force (Five-0).",2010,7.4,"Action, Crime, Drama",http://www.imdb.com/title/tt1600194/?ref_=adv_li_tt,"58,945"
Hotel Artemis,"Set in riot-torn, near-future Los Angeles, 'Hotel Artemis' follows the Nurse, who runs a secret, members-only emergency room for criminals.",2018,6.1,"Action, Crime, Sci-Fi",http://www.imdb.com/title/tt5834262/?ref_=adv_li_tt,"14,897"
Legends of Tomorrow,"Time-traveling rogue Rip Hunter has to recruit a rag-tag team of heroes and villains to help prevent an apocalypse that could impact not only Earth, but all of time.",2016,6.9,"Action, Adventure, Drama",http://www.imdb.com/title/tt4532368/?ref_=adv_li_tt,"73,018"
Galveston,"After escaping a set up, a dying hitman returns to his hometown of Galveston where he plans his revenge.",2018,6.1,"Action, Crime, Drama",http://www.imdb.com/title/tt2315596/?ref_=adv_li_tt,934
Black Lightning,A crusading school principal gets back into action as the original African-American electrical superhero.,2018,6.4,"Action, Drama, Sci-Fi",http://www.imdb.com/title/tt6045840/?ref_=adv_li_tt,"13,843"
The Night Comes for Us,"Ito (Joe Taslim), a gangland enforcer, caught amidst a treacherous and violent insurrection within his Triad crime family upon his return home from a stint abroad.",2018,7.4,"Action, Thriller",http://www.imdb.com/title/tt6116856/?ref_=adv_li_tt,"2,410"
Game Night,A group of friends who meet regularly for game nights find themselves entangled in a real-life mystery when the shady brother of one of them is seemingly kidnapped by dangerous gangsters.,2018,7,"Action, Comedy, Crime",http://www.imdb.com/title/tt2704998/?ref_=adv_li_tt,"122,485"
Ready Player One,"When the creator of a virtual reality world called the OASIS dies, he releases a video in which he challenges all OASIS users to find his Easter Egg, which will give the finder his fortune.",2018,7.6,"Action, Adventure, Sci-Fi",http://www.imdb.com/title/tt1677720/?ref_=adv_li_tt,"232,631"
Agents of S.H.I.E.L.D.,"The missions of the Strategic Homeland Intervention, Enforcement and Logistics Division.",2013,7.5,"Action, Adventure, Drama",http://www.imdb.com/title/tt2364582/?ref_=adv_li_tt,"176,317"
Escape Room,"Six strangers find themselves in circumstances beyond their control, and must use their wits to survive.",2019,NA,"Action, Horror, Thriller",http://www.imdb.com/title/tt5886046/?ref_=adv_li_tt,NA
The First Purge,"America's third political party, the New Founding Fathers of America, comes to power and conducts an experiment: no laws for 12 hours on Staten Island. No one has to stay on the island, but $5,000 is given to anyone who does.",2018,5.1,"Action, Horror, Sci-Fi",http://www.imdb.com/title/tt6133466/?ref_=adv_li_tt,"26,541"
Robin Hood,"A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown in a thrilling action-adventure packed with gritty battlefield exploits, mind-blowing fight choreography, and a timeless romance.",2018,NA,"Action, Adventure",http://www.imdb.com/title/tt4532826/?ref_=adv_li_tt,NA
Spider-Man: Into the Spider-Verse,Spider-Man crosses parallel dimensions and teams up with the Spider-Men of those dimensions to stop a threat to all reality.,2018,NA,"Animation, Action, Adventure",http://www.imdb.com/title/tt4633694/?ref_=adv_li_tt,NA
MacGyver,"Young Angus Mac MacGyver works for a clandestine organization within the U.S. government, relying on his unconventional problem-solving skills to save lives.",2016,5.2,"Action, Adventure, Drama",http://www.imdb.com/title/tt1399045/?ref_=adv_li_tt,"13,046"
Incredibles 2,Bob Parr (Mr. Incredible) is left to care for the kids while Helen (Elastigirl) is out saving the world.,2018,8,"Animation, Action, Adventure",http://www.imdb.com/title/tt3606756/?ref_=adv_li_tt,"106,308"
Station 19,Follows the men and women of a Seattle firehouse.,2018,5.9,"Action, Drama, Romance",http://www.imdb.com/title/tt7053188/?ref_=adv_li_tt,"3,060"
Prison Break,"Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside.",2005-2017,8.4,"Action, Crime, Drama",http://www.imdb.com/title/tt0455275/?ref_=adv_li_tt,"415,399"
The Punisher,"After the murder of his family, Marine veteran Frank Castle became a vigilante known as The Punisher with only one goal in mind, to avenge them.",2017,8.6,"Action, Adventure, Crime",http://www.imdb.com/title/tt5675620/?ref_=adv_li_tt,"112,660"
Thor: Ragnarok,"Thor is imprisoned on the planet Sakaar, and must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",2017,7.9,"Action, Adventure, Comedy",http://www.imdb.com/title/tt3501632/?ref_=adv_li_tt,"395,421"
Upgrade,"Set in the near-future, technology controls nearly all aspects of life. But when Grey, a self-identified technophobe, has his world turned upside down, his only hope for revenge is an experimental computer chip implant called Stem.",2018,7.6,"Action, Horror, Sci-Fi",http://www.imdb.com/title/tt6499752/?ref_=adv_li_tt,"63,023"
Star Trek: Discovery,"Ten years before Kirk, Spock and the Enterprise, the USS Discovery discovers new worlds and lifeforms as one Starfleet officer learns to understand all things alien.",2017,7.4,"Action, Adventure, Drama",http://www.imdb.com/title/tt5171438/?ref_=adv_li_tt,"54,182"
Peppermint,"Five years after her husband and daughter are killed in a senseless act of violence, a woman comes back from self-imposed exile to seek revenge against those responsible and the system that let them go free.",2018,6.6,"Action, Drama, Thriller",http://www.imdb.com/title/tt6850820/?ref_=adv_li_tt,"6,968"
The Dark Knight,"When the menace known as the Joker emerges from his mysterious past, he wreaks havoc and chaos on the people of Gotham. The Dark Knight must accept one of the greatest psychological and physical tests of his ability to fight injustice.",2008,9,"Action, Crime, Drama",http://www.imdb.com/title/tt0468569/?ref_=adv_li_tt,"1,976,131"
Van Helsing,"Vanessa Helsing, distant relative of famous vampire hunter Abraham Van Helsing, is resurrected only to find that vampires have taken over the world.",2016,6.1,"Action, Drama, Fantasy",http://www.imdb.com/title/tt5197820/?ref_=adv_li_tt,"11,840"
Spider-Man: Homecoming,"Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",2017,7.5,"Action, Adventure, Sci-Fi",http://www.imdb.com/title/tt2250912/?ref_=adv_li_tt,"364,234"
Maze Runner: The Death Cure,Young hero Thomas embarks on a mission to find a cure for a deadly disease known as The Flare.,2018,6.3,"Action, Sci-Fi, Thriller",http://www.imdb.com/title/tt4500922/?ref_=adv_li_tt,"75,122"
Z Nation,"Three years after the zombie virus has gutted the United States of America a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood.",2014,6.7,"Action, Comedy, Drama",http://www.imdb.com/title/tt3843168/?ref_=adv_li_tt,"27,177"
Suicide Squad,A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,2016,6.1,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt1386697/?ref_=adv_li_tt,"497,573"
Justice League,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his newfound ally, Diana Prince, to face an even greater enemy.",2017,6.6,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt0974015/?ref_=adv_li_tt,"289,486"
Spider-Man: Far From Home,After the events of the untitled Avengers film Peter Parker and his friends go on summer vacation to Europe and there Peter finds himself trying to save his friends against a villain known as Mysterio.,2019,NA,"Action, Adventure, Comedy",http://www.imdb.com/title/tt6320628/?ref_=adv_li_tt,NA
Dark Phoenix,Jean Grey begins to develop incredible powers that corrupt and turn her into a Dark Phoenix. Now the X-Men will have to decide if the life of a team member is worth more than all the people living in the world.,2019,NA,"Action, Adventure, Sci-Fi",http://www.imdb.com/title/tt6565702/?ref_=adv_li_tt,NA
Attack on Titan,"After his hometown is destroyed and his mother is killed, young Eren Yeager vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.",2013,8.8,"Animation, Action, Adventure",http://www.imdb.com/title/tt2560140/?ref_=adv_li_tt,"102,007"
The Legend of Tarzan,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",2016,6.3,"Action, Adventure, Drama",http://www.imdb.com/title/tt0918940/?ref_=adv_li_tt,"143,034"
Queen of the South,Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas she looks to become the country's reigning drug smuggler and to avenge her lover's murder.,2016,7.9,"Action, Crime, Drama",http://www.imdb.com/title/tt1064899/?ref_=adv_li_tt,"9,408"
S.W.A.T.,Follows a locally born and bred S.W.A.T. lieutenant who is torn between loyalty to the streets and duty to his fellow officers when he's tasked to run a highly-trained unit that's the last stop for solving crimes in Los Angeles.,2017,6.6,"Action, Adventure, Crime",http://www.imdb.com/title/tt6111130/?ref_=adv_li_tt,"7,074"
Luke Cage,"When a sabotaged experiment gives him super strength and unbreakable skin, Luke Cage becomes a fugitive attempting to rebuild his life in Harlem and must soon confront his past and fight a battle for the heart of his city.",2016-2018,7.5,"Action, Crime, Drama",http://www.imdb.com/title/tt3322314/?ref_=adv_li_tt,"96,369"
Star Wars: Episode VIII - The Last Jedi,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.",2017,7.2,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt2527336/?ref_=adv_li_tt,"421,214"
Altered Carbon,"Set in a future where consciousness is digitized and stored, a prisoner returns to life in a new body and must solve a mind-bending murder to win his freedom.",2018,8.2,"Action, Drama, Sci-Fi",http://www.imdb.com/title/tt2261227/?ref_=adv_li_tt,"87,209"
Sicario,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico.,2015,7.6,"Action, Crime, Drama",http://www.imdb.com/title/tt3397884/?ref_=adv_li_tt,"308,632"
Inception,A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a CEO.,2010,8.8,"Action, Adventure, Sci-Fi",http://www.imdb.com/title/tt1375666/?ref_=adv_li_tt,"1,756,204"
Jessica Jones,"Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in New York City.",2015,8.1,"Action, Crime, Drama",http://www.imdb.com/title/tt2357547/?ref_=adv_li_tt,"162,662"
Jumanji: Welcome to the Jungle,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",2017,7,"Action, Adventure, Comedy",http://www.imdb.com/title/tt2283362/?ref_=adv_li_tt,"210,430"
Star Trek: The Next Generation,"Set decades after Captain Kirk's five-year mission, a new generation of Starfleet officers set off in a new Enterprise on their own mission to go where no one has gone before.",1987-1994,8.6,"Action, Adventure, Mystery",http://www.imdb.com/title/tt0092455/?ref_=adv_li_tt,"81,907"
The Dark Knight Rises,"Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City, now on the edge of total annihilation, from the brutal guerrilla terrorist Bane.",2012,8.4,"Action, Thriller",http://www.imdb.com/title/tt1345836/?ref_=adv_li_tt,"1,336,044"
Baywatch,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit, as they uncover a criminal plot that threatens the future of the bay.",2017,5.6,"Action, Comedy, Crime",http://www.imdb.com/title/tt1469304/?ref_=adv_li_tt,"119,268"
John Wick 3: Parabellum,The third installment of the 'John Wick' series.,2019,NA,"Action, Crime, Thriller",http://www.imdb.com/title/tt6146586/?ref_=adv_li_tt,NA
Reprisal,"A bank manager haunted by a violent heist that took the life of a coworker teams up with his ex-cop neighbor to bring down the assailant, initiating an explosive counterattack that brings all three men to the breaking point.",2018,4.2,"Action, Crime, Thriller",http://www.imdb.com/title/tt6547170/?ref_=adv_li_tt,"2,252"
Watchmen,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",2009,7.6,"Action, Drama, Mystery",http://www.imdb.com/title/tt0409459/?ref_=adv_li_tt,"439,764"
Buffy the Vampire Slayer,"A young woman, destined to slay vampires, demons and other infernal creatures, deals with her life fighting evil, with the help of her friends.",1996-2003,8.2,"Action, Drama, Fantasy",http://www.imdb.com/title/tt0118276/?ref_=adv_li_tt,"114,661"
The Oath,"In a politically divided America, a man struggles to make it through the Thanksgiving holiday without destroying his family.",2018,5.1,"Action, Comedy, Drama",http://www.imdb.com/title/tt7461200/?ref_=adv_li_tt,206
Death Race 4: Beyond Anarchy,After an attack on inmate Frankenstein fails a Black Ops specialist enters the maximum prison to join the illegal Death Race and take down Frankenstein.,2018,5.3,Action,http://www.imdb.com/title/tt3807900/?ref_=adv_li_tt,897
Knightfall,A look at the final days of the Knights Templar during the 14th century.,2017,6.5,"Action, Adventure, Drama",http://www.imdb.com/title/tt4555364/?ref_=adv_li_tt,"8,331"
Teen Wolf,An average high school student and his best friend get caught up in some trouble causing him to receive a werewolf bite. As a result they find themselves in the middle of all sorts of dramas in Becan Hills.,2011-2017,7.7,"Action, Comedy, Drama",http://www.imdb.com/title/tt1567432/?ref_=adv_li_tt,"111,649"
Guardians of the Galaxy,A group of intergalactic criminals are forced to work together to stop a fanatical warrior from taking control of the universe.,2014,8.1,"Action, Adventure, Comedy",http://www.imdb.com/title/tt2015381/?ref_=adv_li_tt,"880,360"
Wonder Woman,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",2017,7.5,"Action, Adventure, Fantasy",http://www.imdb.com/title/tt0451279/?ref_=adv_li_tt,"441,686"
Deadpool,A fast-talking mercenary with a morbid sense of humor is subjected to a rogue experiment that leaves him with accelerated healing powers and a quest for revenge.,2016,8,"Action, Adventure, Comedy",http://www.imdb.com/title/tt1431045/?ref_=adv_li_tt,"769,082"
Spider-Man 3,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge.",2007,6.2,"Action, Adventure, Sci-Fi",http://www.imdb.com/title/tt0413300/?ref_=adv_li_tt,"443,397"
Scott Pilgrim vs. the World,Scott Pilgrim must defeat his new girlfriend's seven evil exes in order to win her heart.,2010,7.5,"Action, Comedy, Fantasy",http://www.imdb.com/title/tt0446029/?ref_=adv_li_tt,"325,053"
Mad Max: Fury Road,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",2015,8.1,"Action, Adventure, Sci-Fi",http://www.imdb.com/title/tt1392190/?ref_=adv_li_tt,"739,715"
Shooter,"A conspiracy thriller that follows the journey of Bob Lee Swagger, a highly-decorated veteran who is coaxed back into action to prevent a plot to kill the President.",2016,7.6,"Action, Drama",http://www.imdb.com/title/tt4181172/?ref_=adv_li_tt,"23,863"
Red Sparrow,"Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both nations.",2018,6.6,"Action, Drama, Thriller",http://www.imdb.com/title/tt2873282/?ref_=adv_li_tt,"108,689"
Black '47,"Set in Ireland during the Great Famine, the drama follows an Irish Ranger who has been fighting for the British Army abroad, as he abandons his post to reunite with his family. Despite ...                See full summary »",2018,6.9,"Action, Drama",http://www.imdb.com/title/tt3208026/?ref_=adv_li_tt,"3,152"
Rampage,"When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.",2018,6.2,"Action, Adventure, Sci-Fi",http://www.imdb.com/title/tt2231461/?ref_=adv_li_tt,"88,254"
The Last Kingdom,"The year is 872, and many of the separate kingdoms of what we now know as England have fallen to the invading Danes, leaving the great kingdom of Wessex standing alone and defiant under the...                See full summary »",2015,8.3,"Action, Drama, History",http://www.imdb.com/title/tt4179452/?ref_=adv_li_tt,"38,986"
Bumblebee,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken.",2018,NA,"Action, Adventure, Sci-Fi",http://www.imdb.com/title/tt4701182/?ref_=adv_li_tt,NA
Dunkirk,"Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.",2017,7.9,"Action, Drama, History",http://www.imdb.com/title/tt5013056/?ref_=adv_li_tt,"424,111"
Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",2017,7.6,"Action, Crime, Drama",http://www.imdb.com/title/tt3890160/?ref_=adv_li_tt,"328,745"
Now You See Me 2,"The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet.",2016,6.5,"Action, Adventure, Comedy",http://www.imdb.com/title/tt3110958/?ref_=adv_li_tt,"199,913"
Teen Titans Go! To the Movies,A villain's maniacal plan for world domination sidetracks five teenage superheroes who dream of Hollywood stardom.,2018,6.8,"Animation, Action, Comedy",http://www.imdb.com/title/tt7424200/?ref_=adv_li_tt,"6,748"
